"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","Y1","Y2","Y3","Y4","Y5","Y6","Y7"
"1",18.0387134324942,1.00304655511258,23.3989077254542,41.5600500342962,-2.95188093979205,0.000421337550505996,0.487781036168133,"Yes","Small","Low",389.186335935095,402.79222372795,262.542801872472,-12838.419208527,19.3024286806846,20.9652426377005,"Group 1"
"2",33.2554843635058,-0.247655090251307,5.32318257692508,38.8226493774029,-2.82762255324863,0.00329139083623886,0.470185728250244,"Yes","Small","Low",641.204362959629,644.11517802419,501.627176788864,-735.41976794002,17.0635175601062,-9.2107660159744,"Group 2"
"3",20.9237034746051,-3.39363815383934,0.870713071559855,18.2299763256398,-2.71498487374315,0.00341493752785027,0.49169110459433,"Yes","Small","Moderate",476.093856401848,476.371265898674,299.319133107129,-11.7852732511927,10.9911893369064,-79.4583638108987,"Group 1"
"4",28.7672423434614,-0.584453105731828,49.1172167482584,78.9073113428363,-2.71431959804569,0.00377224991098046,0.475073313782991,"Yes","Medium","Low",720.395544506674,749.216964007151,427.499280669872,-41351.7349312558,-13.9836973700084,-19.4070411840811,"Group 1"
"5",16.8904730756496,1.09754779031912,27.3332939319366,47.018081309654,-2.60439477777927,0.00497106113471091,0.499511241446725,"Yes","Large","High",398.482485466134,414.416594403656,250.098714586176,-16818.9975426315,-35.5826854023685,36.469658224693,"Group 2"
"6",20.1207303146341,1.53411333389456,88.2248349342674,109.787012684664,-2.51639467866949,0.00788515387102962,0.458455522971652,"Yes","Medium","High",634.882889188374,686.841366435409,289.978372779135,-55879.9133198577,-15.3977775474162,31.7566549498425,"Group 1"
"7",28.3724784242944,0.811694763390729,14.7506574848493,43.2205122516932,-2.42405010515655,0.00799236423335969,0.485826001955034,"Yes","Small","Low",552.334702817892,560.823840410106,418.633696237149,-5507.50676479169,18.5482215206971,24.605637531132,"Group 2"
"8",12.7150101121929,-4.22285727175103,26.8581407364436,34.4139735372108,-2.41765461008467,0.00883166841231287,0.478005865102639,"Yes","Small","Moderate",436.207789817745,451.859913741552,170.610769326096,-16332.258673256,14.7194057489348,-55.7394824966546,"Group 2"
"9",15.1920412541689,-0.800317918387897,27.4526766464665,40.4178864039989,-2.39947284336138,0.0088950979989022,0.465298142717498,"Yes","Small","Moderate",397.123606043363,413.126971945233,214.416419066335,-16951.4082740339,19.7937663102743,-5.48652097221141,"Group 1"
"10",32.4323783053334,5.92308283884122,10.668053592278,49.1774200843768,-2.39009251996192,0.0104256353806704,0.496578690127077,"Yes","Medium","Moderate",476.19590991598,482.270038008354,475.263020656194,-2963.20076692844,-20.0189533516428,182.093407075752,"Group 2"
"11",13.7059889453902,-4.60756495311674,44.1912735862142,54.0548006186524,-2.28186052502507,0.0161320224869996,0.463343108504399,"Yes","Small","Low",528.493871830429,554.400423037157,184.064716472688,-35892.5842076387,15.3826394474989,-67.0138589446244,"Group 1"
"12",44.1669707544473,6.53887636802183,4.97714183502132,55.8913180777762,-2.27004902106123,0.0161449839361012,0.49169110459433,"Yes","Small","Low",653.555622825446,656.262569741666,655.096264941321,-646.25665408624,10.9654718428239,277.351042736496,"Group 2"
"13",25.7524030908517,3.45766939944863,33.0982096015273,64.4786647125721,-2.26944934537922,0.017976924078539,0.473118279569892,"Yes","Medium","Low",507.766784230095,527.110601133796,374.004179625696,-23149.3013430398,-13.0026507290935,88.1347972054912,"Group 2"
"14",26.716496972104,-0.562218380916357,100.079866819262,125.266454522605,-2.26304455098972,0.0197336100973189,0.499511241446725,"Yes","Medium","Low",846.397190505133,905.371257309474,390.346399585129,-41462.0954131654,-11.612088531274,-13.5400187395724,"Group 2"
"15",22.4246064803738,-2.2520462543915,9.71148598745158,31.2063655698622,-2.2001939337137,0.0219082683324814,0.475073313782991,"Yes","Medium","High",518.926739958113,524.434057854336,326.700597207348,-2456.06913152639,-10.9046757835083,-41.8929279134694,"Group 1"
"16",27.3869851809082,3.33678876378309,6.81779191623445,37.9713693326999,-2.17799822342119,0.0222943569533527,0.493646138807429,"Yes","Medium","Low",435.436175280569,439.232207417417,389.045986253246,-1226.52691481885,-22.0299769371679,74.9671390760635,"Group 2"
"17",16.3852740993648,4.60893378301859,22.2028402332972,42.9089846588534,-2.1712618019848,0.0230948617681861,0.482893450635386,"No","Small","High",266.144036229402,279.299584097003,263.685658455674,-11690.1231373327,6.37755227994231,86.5992621175904,"Group 2"
"18",32.5191208926021,3.31882885683362,24.8176362223321,61.8525472889238,-2.15051882884127,0.0245635593309999,0.481915933528837,"Yes","Small","High",592.480962135218,606.925994178964,467.347615929482,-14251.079963672,3.87295657277983,90.2016380907802,"Group 1"
"19",25.8015154008383,3.06578037402117,12.1038404278634,41.5170771068716,-2.13411779603829,0.0260879709385335,0.512218963831867,"Yes","Small","Low",449.674412313835,456.5986413247,381.735150540998,-3768.21573243642,26.3403280171671,94.0644638665462,"Group 1"
"20",26.4979991061416,-2.57194460715101,17.8049666213105,41.491231850153,-2.10369985619364,0.0261618320364505,0.486803519061584,"Yes","Small","Low",623.477256269241,633.773491969968,389.778700739825,-7823.6618482299,24.0327603765557,-57.1531027772523,"Group 2"
"21",25.6311575705988,3.7746418993378,14.5679615552555,43.2069861634023,-2.08854229710053,0.0270132494624704,0.481915933528837,"Yes","Medium","Low",422.397198813097,430.778088611917,369.535819469455,-5380.59437332038,-12.9017927308189,96.0132164115342,"Group 1"
"22",24.0774668257865,7.49871719853625,39.8187268304136,70.7831834614884,-2.08685061942517,0.0279744646977633,0.454545454545455,"Yes","Medium","Low",374.66475196099,397.983965508369,337.056732242485,-30880.0611148225,-21.2697541929983,165.43873190871,"Group 1"
"23",29.0345381834017,5.50043782565868,49.9195919551062,83.6966647382566,-2.06814828377536,0.0288137698080391,0.494623655913978,"Yes","Medium","Moderate",562.292340307936,591.589264675822,424.887204369383,-42205.5849801215,-11.6925141007234,164.001238420219,"Group 1"
"24",26.1031565275241,3.42153721435805,7.22727713744462,36.2068283764742,-2.06432409645694,0.0303904330357909,0.49169110459433,"Yes","Medium","Moderate",420.156616806351,424.194839200811,380.463680235898,-1365.08795877274,-10.6472287546394,95.4072880414145,"Group 1"
"25",23.0297437647072,5.51818161114026,51.9683341902165,82.0318765966699,-2.062338087383,0.0310865461360663,0.502443792766373,"Yes","Small","Moderate",448.764844029971,479.274205461736,312.51229625306,-44363.2856672089,-0.605052607932109,98.7090795105887,"Group 2"
"26",31.08384036024,-4.85466466091752,16.0713435009516,42.4079967046521,-2.05559040311055,0.0314413255546242,0.449657869012708,"Yes","Small","Low",743.158008395579,752.427066368891,441.064413596648,-6484.68497023572,5.04824507342803,-172.518735489151,"Group 2"
"27",29.6058904271028,0.520639579847792,9.59694529196951,40.0742111813498,-2.03493873294539,0.0320096656214446,0.499511241446725,"Yes","Small","Moderate",563.640178777109,569.080711620569,426.660972392814,-2408.14445742947,12.1628484453245,8.97602332139085,"Group 1"
"28",18.243576061398,3.14266990337584,66.0991181579457,87.7029993719844,-1.97522472230673,0.0328607477713376,0.455522971652004,"Yes","Small","Low",481.727987441938,520.59583439274,253.193965044026,-56071.955101886,16.8313308203866,55.9597645646858,"Group 1"
"29",19.2684175864614,4.95114753184766,2.3888399083163,27.0288149823273,-1.97017919055076,0.034941490041092,0.49266862170088,"Yes","Large","High",235.492719697833,236.6683567017,266.11531448726,-134.997719803441,-50.1784946742863,88.2567346697327,"Group 2"
"30",10.3470466832574,-8.85400615878027,25.3475870140202,27.3345461862258,-1.96380850519965,0.0360391798894852,0.483870967741935,"Yes","Small","Low",519.679506676025,534.438158650994,137.13605497473,-14770.3581008435,22.7304222506467,-82.8519488349785,"Group 2"
